
(s: Eighteen Foot Spear, h: Crystal Tiara, c: Battle Suit, a: Plasma Arc, l: Feather Boots, y: Laced Quiver,len: 22)
Dock, Pond, Beach, Uptown, Cemetery, 
Uptown, Alley, Hotel, Avenue, Temple,
Uptown, Alley, Hotel, Avenue, Cemetery,
Uptown, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Avenue, Hospital, Temple,
Uptown, Alley, Avenue, Hospital, Cemetery,
Uptown, Alley, Avenue, Hospital, Forest,
Uptown, Alley, Avenue, Temple, Factory,
Uptown, Alley, Avenue, Cemetery, Factory,
Uptown, Alley, Avenue, Forest, Factory,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Plasma Arc, l: Feather Boots, y: Laced Quiver,len: 23)
Dock, Uptown, Hotel, Hospital, Temple, 
Dock, Uptown, Hotel, Temple, School,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Uptown, Hospital, Temple, Forest,
Dock, Uptown, Temple, Cemetery, School,
Dock, Uptown, Temple, Forest, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Plasma Arc, l: Feather Boots, y: Music Box,len: 23)
Dock, Uptown, Hotel, Hospital, Temple,
Dock, Uptown, Hotel, Temple, School,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Uptown, Hospital, Temple, Forest,
Dock, Uptown, Temple, Cemetery, School,
Dock, Uptown, Temple, Forest, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Plasma Arc, l: Feather Boots, y: Pile Bunker,len: 23)
Beach, Uptown, Avenue, Hospital, Cemetery,
Beach, Uptown, Avenue, Hospital, Forest,
Beach, Alley, Avenue, Hospital, Cemetery,
Beach, Alley, Avenue, Hospital, Forest,
Beach, Hotel, Hospital, Archery Range, Cemetery,
Beach, Hotel, Archery Range, Cemetery, School,
Beach, Avenue, Hospital, Archery Range, Cemetery,
Beach, Avenue, Hospital, Archery Range, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Plasma Arc, l: Bucephalus, y: Laced Quiver,len: 23)
Dock, Beach, Hotel, Hospital, Cemetery,
Dock, Beach, Avenue, Hospital, Cemetery,
Dock, Beach, Avenue, Hospital, Forest,
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Hospital, Temple, Cemetery,
Dock, Beach, Hospital, Temple, Forest,
Dock, Beach, Temple, Forest, School,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Alley, Hotel, Hospital, Cemetery,
Dock, Hotel, Hospital, Temple, Cemetery,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Beach, Avenue, Hospital, Cemetery, Chapel,
Beach, Avenue, Hospital, Forest, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Plasma Arc, l: Bucephalus, y: Music Box,len: 23)
Dock, Beach, Hotel, Hospital, Cemetery,
Dock, Beach, Avenue, Hospital, Cemetery,
Dock, Beach, Avenue, Hospital, Forest,
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Hospital, Temple, Cemetery,
Dock, Beach, Hospital, Temple, Forest,
Dock, Beach, Temple, Forest, School,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Alley, Hotel, Hospital, Cemetery,
Dock, Hotel, Hospital, Temple, Cemetery,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Beach, Avenue, Hospital, Cemetery, Chapel,
Beach, Avenue, Hospital, Forest, Chapel, 

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Plasma Arc, l: Bucephalus, y: Pile Bunker,len: 23)
Dock, Beach, Avenue, Hospital, Cemetery,
Dock, Beach, Avenue, Hospital, Forest,
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Beach, Uptown, Avenue, Hospital, Cemetery,
Beach, Uptown, Avenue, Hospital, Forest,
Beach, Alley, Avenue, Hospital, Cemetery,
Beach, Alley, Avenue, Hospital, Forest,
Beach, Hotel, Avenue, Hospital, Cemetery,
Beach, Hotel, Avenue, Hospital, Forest,
Beach, Hotel, Avenue, Cemetery, School, 
Beach, Hotel, Avenue, Forest, School,
Beach, Avenue, Hospital, Temple, Cemetery,
Beach, Avenue, Hospital, Temple, Forest,
Beach, Avenue, Hospital, Archery Range, Cemetery,
Beach, Avenue, Hospital, Archery Range, Forest,
Beach, Avenue, Hospital, Cemetery, Forest,
Beach, Avenue, Hospital, Cemetery, Factory,
Beach, Avenue, Hospital, Cemetery, Chapel,
Beach, Avenue, Hospital, Cemetery, School,
Beach, Avenue, Hospital, Forest, Factory,
Beach, Avenue, Hospital, Forest, Chapel,
Beach, Avenue, Hospital, Forest, School,
Beach, Avenue, Cemetery, Factory, School,
Beach, Avenue, Forest, Factory, School,
Beach, Temple, Forest, Factory, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Plasma Arc, l: White Rhinos, y: Pile Bunker,len: 23)
Beach, Alley, Avenue, Hospital, Cemetery, 
Beach, Alley, Avenue, Hospital, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Radar, l: Feather Boots, y: Laced Quiver,len: 22)
Dock, Pond, Uptown, Hospital, Temple,
Dock, Beach, Uptown, Hospital, Temple,
Dock, Uptown, Alley, Hospital, Temple,
Dock, Uptown, Alley, Temple, School,
Dock, Uptown, Hotel, Hospital, Temple,
Dock, Uptown, Avenue, Hospital, Temple,
Dock, Uptown, Hospital, Temple, Archery Range,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Uptown, Hospital, Temple, Forest,
Dock, Uptown, Hospital, Temple, Factory,
Dock, Uptown, Hospital, Temple, Chapel,
Dock, Uptown, Hospital, Temple, School,
Dock, Uptown, Temple, Factory, School, 
Pond, Uptown, Avenue, Hospital, Temple,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Hotel, Hospital, Temple, Chapel,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Cemetery, Factory, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Radar, l: Feather Boots, y: Music Box,len: 23)
Dock, Pond, Uptown, Hospital, Temple,
Dock, Beach, Uptown, Hospital, Temple,
Dock, Uptown, Alley, Hospital, Temple,
Dock, Uptown, Alley, Temple, School,
Dock, Uptown, Hotel, Hospital, Temple,
Dock, Uptown, Avenue, Hospital, Temple, 
Dock, Uptown, Hospital, Temple, Archery Range,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Uptown, Hospital, Temple, Forest,
Dock, Uptown, Hospital, Temple, Factory,
Dock, Uptown, Hospital, Temple, Chapel,
Dock, Uptown, Hospital, Temple, School,
Dock, Uptown, Temple, Factory, School,
Pond, Uptown, Avenue, Hospital, Temple,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Hotel, Hospital, Temple, Chapel,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Cemetery, Factory, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Radar, l: Feather Boots, y: Pile Bunker,len: 23)
Dock, Uptown, Avenue, Hospital, Temple,
Dock, Uptown, Hospital, Temple, Archery Range,
Dock, Uptown, Hospital, Temple, Factory,
Dock, Uptown, Temple, Factory, School,
Pond, Uptown, Avenue, Hospital, Temple,
Beach, Uptown, Avenue, Hospital, Temple,
Beach, Uptown, Avenue, Hospital, Cemetery,
Beach, Uptown, Avenue, Hospital, Forest,
Beach, Uptown, Hospital, Temple, Factory,
Beach, Uptown, Temple, Factory, School,
Beach, Alley, Avenue, Hospital, Cemetery,
Beach, Alley, Avenue, Hospital, Forest,
Beach, Hotel, Hospital, Archery Range, Cemetery,
Beach, Avenue, Hospital, Archery Range, Cemetery,
Beach, Avenue, Hospital, Archery Range, Forest,
Uptown, Alley, Avenue, Hospital, Temple,
Uptown, Alley, Avenue, Hospital, Cemetery,
Uptown, Alley, Avenue, Hospital, Forest,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Hotel, Avenue, Hospital, Temple,
Uptown, Avenue, Hospital, Temple, Archery Range,
Uptown, Avenue, Hospital, Temple, Cemetery,
Uptown, Avenue, Hospital, Temple, Forest,
Uptown, Avenue, Hospital, Temple, Factory,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Avenue, Hospital, Temple, School,
Uptown, Avenue, Temple, Factory, School,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Avenue, Hospital, Cemetery,
Alley, Hotel, Avenue, Hospital, Forest,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,
Alley, Hotel, Cemetery, Factory, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Radar, l: Bucephalus, y: Laced Quiver,len: 22)
Dock, Beach, Uptown, Hospital, Temple,
Dock, Beach, Hotel, Hospital, Cemetery,
Dock, Beach, Avenue, Hospital, Cemetery,
Dock, Beach, Avenue, Hospital, Forest,
Dock, Uptown, Alley, Hospital, Temple,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Alley, Hotel, Hospital, Cemetery,
Dock, Hotel, Hospital, Temple, Cemetery,
Pond, Beach, Avenue, Hospital, Temple,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Beach, Avenue, Hospital, Cemetery, Chapel, 
Beach, Avenue, Hospital, Forest, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Radar, l: Bucephalus, y: Music Box,len: 22)
Dock, Beach, Uptown, Hospital, Temple,
Dock, Beach, Hotel, Hospital, Cemetery,
Dock, Beach, Avenue, Hospital, Cemetery,
Dock, Beach, Avenue, Hospital, Forest,
Dock, Uptown, Alley, Hospital, Temple,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Alley, Hotel, Hospital, Cemetery,
Dock, Hotel, Hospital, Temple, Cemetery,
Pond, Beach, Avenue, Hospital, Temple, 
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Beach, Avenue, Hospital, Cemetery, Chapel,
Beach, Avenue, Hospital, Forest, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Radar, l: Bucephalus, y: Pile Bunker,len: 22)
Dock, Beach, Avenue, Hospital, Cemetery,
Dock, Beach, Avenue, Hospital, Forest,
Pond, Beach, Avenue, Hospital, Temple,
Pond, Beach, Avenue, Hospital, Cemetery,
Pond, Beach, Avenue, Hospital, Forest,
Beach, Uptown, Avenue, Hospital, Temple,
Beach, Uptown, Avenue, Hospital, Cemetery,
Beach, Uptown, Avenue, Hospital, Forest,
Beach, Alley, Avenue, Hospital, Cemetery,
Beach, Alley, Avenue, Hospital, Forest, 
Beach, Hotel, Avenue, Hospital, Cemetery,
Beach, Hotel, Avenue, Hospital, Forest,
Beach, Avenue, Hospital, Temple, Cemetery,
Beach, Avenue, Hospital, Temple, Forest,
Beach, Avenue, Hospital, Archery Range, Cemetery,
Beach, Avenue, Hospital, Archery Range, Forest,
Beach, Avenue, Hospital, Cemetery, Forest,
Beach, Avenue, Hospital, Cemetery, Factory,
Beach, Avenue, Hospital, Cemetery, Chapel,
Beach, Avenue, Hospital, Cemetery, School,
Beach, Avenue, Hospital, Forest, Factory,
Beach, Avenue, Hospital, Forest, Chapel,
Beach, Avenue, Hospital, Forest, School,
Beach, Avenue, Cemetery, Factory, School,
Beach, Avenue, Forest, Factory, School,
Uptown, Alley, Avenue, Hospital, Temple,
Uptown, Alley, Avenue, Hospital, Cemetery,
Uptown, Alley, Avenue, Hospital, Forest,
Uptown, Avenue, Hospital, Temple, Cemetery,
Alley, Hotel, Avenue, Hospital, Cemetery,
Alley, Hotel, Avenue, Hospital, Forest,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,
Hotel, Avenue, Hospital, Temple, Cemetery,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Radar, l: White Rhinos, y: Laced Quiver,len: 23)
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Cemetery, Factory, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Radar, l: White Rhinos, y: Music Box,len: 24)
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Cemetery, Factory, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Changpao, a: Radar, l: White Rhinos, y: Pile Bunker,len: 23)
Beach, Alley, Avenue, Hospital, Cemetery,
Beach, Alley, Avenue, Hospital, Forest, 
Uptown, Alley, Avenue, Hospital, Temple,
Uptown, Alley, Avenue, Hospital, Cemetery,
Uptown, Alley, Avenue, Hospital, Forest,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Avenue, Hospital, Cemetery,
Alley, Hotel, Avenue, Hospital, Forest,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,
Alley, Hotel, Cemetery, Factory, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Plasma Arc, l: Feather Boots, y: Laced Quiver,len: 21)
Dock, Pond, Uptown, Alley, Cemetery,
Dock, Pond, Uptown, Alley, Forest,
Dock, Pond, Uptown, Hospital, Cemetery,
Dock, Pond, Uptown, Hospital, Forest,
Dock, Pond, Uptown, Cemetery, School,
Dock, Pond, Uptown, Forest, School,
Dock, Beach, Uptown, Cemetery, School,
Dock, Beach, Uptown, Forest, School,
Dock, Beach, Archery Range, Cemetery, School,
Dock, Beach, Archery Range, Forest, School,
Dock, Uptown, Alley, Cemetery, School,
Dock, Uptown, Alley, Forest, School,
Pond, Uptown, Alley, Hotel, Temple,
Pond, Uptown, Alley, Hotel, Cemetery,
Pond, Uptown, Alley, Hotel, Forest,
Pond, Uptown, Alley, Cemetery, Factory,
Pond, Uptown, Alley, Forest, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Plasma Arc, l: Feather Boots, y: Music Box,len: 21)
Dock, Pond, Uptown, Alley, Cemetery,
Dock, Pond, Uptown, Alley, Forest,
Dock, Pond, Uptown, Hospital, Cemetery,
Dock, Pond, Uptown, Hospital, Forest,
Dock, Pond, Uptown, Cemetery, School,
Dock, Pond, Uptown, Forest, School,
Dock, Beach, Uptown, Cemetery, School,
Dock, Beach, Uptown, Forest, School,
Dock, Beach, Archery Range, Cemetery, School,
Dock, Beach, Archery Range, Forest, School,
Dock, Uptown, Alley, Cemetery, School,
Dock, Uptown, Alley, Forest, School,
Pond, Uptown, Alley, Hotel, Temple,
Pond, Uptown, Alley, Hotel, Cemetery,
Pond, Uptown, Alley, Hotel, Forest,
Pond, Uptown, Alley, Cemetery, Factory,
Pond, Uptown, Alley, Forest, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Plasma Arc, l: Feather Boots, y: Pile Bunker,len: 21)
Dock, Beach, Archery Range, Cemetery, School,
Dock, Beach, Archery Range, Forest, School, 
Pond, Uptown, Alley, Cemetery, Factory,
Pond, Uptown, Alley, Forest, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,
Beach, Alley, Hotel, Temple, Archery Range,
Beach, Alley, Hotel, Archery Range, Cemetery,
Beach, Alley, Hotel, Archery Range, Forest,
Beach, Alley, Cemetery, Factory, School,
Beach, Alley, Forest, Factory, School,
Beach, Hotel, Hospital, Temple, Archery Range,
Beach, Hotel, Hospital, Archery Range, Cemetery,
Beach, Hotel, Hospital, Archery Range, Forest,
Beach, Hotel, Temple, Archery Range, School,
Beach, Hotel, Archery Range, Cemetery, School,
Beach, Hotel, Archery Range, Forest, School,
Beach, Archery Range, Cemetery, Factory, School,
Beach, Archery Range, Forest, Factory, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Plasma Arc, l: Bucephalus, y: Laced Quiver,len: 23)
Dock, Pond, Beach, Forest, School,
Dock, Pond, Uptown, Alley, Forest,
Dock, Pond, Uptown, Hospital, Cemetery,
Dock, Pond, Alley, Hotel, Forest,
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Beach, Uptown, Forest, School,
Dock, Beach, Alley, Forest, School,
Dock, Beach, Hotel, Forest, School,
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Hospital, Cemetery, School,
Dock, Beach, Hospital, Forest, School,
Dock, Beach, Temple, Forest, School,
Dock, Beach, Archery Range, Forest, School,
Dock, Beach, Cemetery, Forest, School,
Dock, Beach, Forest, Factory, School,
Dock, Beach, Forest, Chapel, School,
Dock, Uptown, Alley, Forest, School,
Dock, Alley, Hotel, Forest, School,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Plasma Arc, l: Bucephalus, y: Music Box,len: 23)
Dock, Pond, Beach, Forest, School,
Dock, Pond, Uptown, Alley, Forest,
Dock, Pond, Uptown, Hospital, Cemetery,
Dock, Pond, Alley, Hotel, Forest,
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Beach, Uptown, Forest, School,
Dock, Beach, Alley, Forest, School,
Dock, Beach, Hotel, Forest, School,
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Hospital, Cemetery, School,
Dock, Beach, Hospital, Forest, School,
Dock, Beach, Temple, Forest, School,
Dock, Beach, Archery Range, Forest, School,
Dock, Beach, Cemetery, Forest, School,
Dock, Beach, Forest, Factory, School,
Dock, Beach, Forest, Chapel, School,
Dock, Uptown, Alley, Forest, School,
Dock, Alley, Hotel, Forest, School,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Plasma Arc, l: Bucephalus, y: Pile Bunker,len: 23)
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Archery Range, Forest, School,
Dock, Beach, Forest, Factory, School,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Alley, Forest, Factory, School, 
Beach, Hotel, Archery Range, Forest, School,
Beach, Archery Range, Forest, Factory, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Plasma Arc, l: White Rhinos, y: Laced Quiver,len: 22)
Pond, Uptown, Alley, Cemetery, Factory,
Pond, Uptown, Alley, Forest, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery, 
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Plasma Arc, l: White Rhinos, y: Music Box,len: 22)
Pond, Uptown, Alley, Cemetery, Factory,
Pond, Uptown, Alley, Forest, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory, 
Pond, Alley, Hotel, Forest, Factory,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Plasma Arc, l: White Rhinos, y: Pile Bunker,len: 21)
Pond, Uptown, Alley, Cemetery, Factory,
Pond, Uptown, Alley, Forest, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest, 
Pond, Alley, Hotel, Temple, Archery Range,
Pond, Alley, Hotel, Temple, Factory,
Pond, Alley, Hotel, Archery Range, Cemetery,
Pond, Alley, Hotel, Archery Range, Forest,
Pond, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Forest, Factory,
Beach, Alley, Hotel, Temple, Archery Range,
Beach, Alley, Hotel, Archery Range, Cemetery,
Beach, Alley, Hotel, Archery Range, Forest,
Beach, Alley, Cemetery, Factory, School,
Beach, Alley, Forest, Factory, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Radar, l: Feather Boots, y: Laced Quiver,len: 23)
Dock, Pond, Uptown, Alley, Temple, 
Dock, Pond, Uptown, Alley, Cemetery,
Dock, Pond, Uptown, Alley, Forest,
Dock, Pond, Uptown, Hospital, Temple,
Dock, Pond, Uptown, Hospital, Cemetery,
Dock, Pond, Uptown, Hospital, Forest,
Dock, Uptown, Alley, Temple, School,
Dock, Uptown, Alley, Cemetery, School,
Dock, Uptown, Alley, Forest, School,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Alley, Hotel, Temple, Archery Range, Chapel,
Alley, Hotel, Archery Range, Cemetery, Chapel,
Alley, Hotel, Archery Range, Forest, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Radar, l: Feather Boots, y: Music Box,len: 23)
Dock, Pond, Uptown, Alley, Temple,
Dock, Pond, Uptown, Alley, Cemetery,
Dock, Pond, Uptown, Alley, Forest,
Dock, Pond, Uptown, Hospital, Temple,
Dock, Pond, Uptown, Hospital, Cemetery,
Dock, Pond, Uptown, Hospital, Forest,
Dock, Uptown, Alley, Temple, School,
Dock, Uptown, Alley, Cemetery, School,
Dock, Uptown, Alley, Forest, School,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Alley, Hotel, Temple, Archery Range, Chapel,
Alley, Hotel, Archery Range, Cemetery, Chapel,
Alley, Hotel, Archery Range, Forest, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Radar, l: Feather Boots, y: Pile Bunker,len: 23)
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Alley, Hotel, Temple, Archery Range,
Beach, Alley, Hotel, Archery Range, Cemetery,
Beach, Alley, Hotel, Archery Range, Forest,
Beach, Hotel, Hospital, Temple, Archery Range,
Beach, Hotel, Hospital, Archery Range, Cemetery,
Beach, Hotel, Hospital, Archery Range, Forest,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,
Alley, Hotel, Temple, Archery Range, Chapel,
Alley, Hotel, Archery Range, Cemetery, Chapel,
Alley, Hotel, Archery Range, Forest, Chapel,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Radar, l: Bucephalus, y: Laced Quiver,len: 22)
Dock, Pond, Uptown, Alley, Forest,
Dock, Pond, Uptown, Hospital, Cemetery,
Dock, Pond, Alley, Hotel, Forest,
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Uptown, Alley, Forest, School,
Dock, Alley, Hotel, Forest, School,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Alley, Hotel, Forest, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Radar, l: Bucephalus, y: Music Box,len: 22)
Dock, Pond, Uptown, Alley, Forest,
Dock, Pond, Uptown, Hospital, Cemetery,
Dock, Pond, Alley, Hotel, Forest,
Dock, Pond, Hotel, Hospital, Cemetery,
Dock, Uptown, Alley, Forest, School,
Dock, Alley, Hotel, Forest, School,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Alley, Hotel, Forest, Chapel, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Radar, l: Bucephalus, y: Pile Bunker,len: 22)
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,

(s: Eighteen Foot Spear, h: Tactical OPS Helmet, c: Battle Suit, a: Radar, l: White Rhinos, y: Laced Quiver,len: 24)
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Alley, Hotel, Temple, Archery Range, Chapel,
Alley, Hotel, Archery Range, Cemetery, Chapel,
Alley, Hotel, Archery Range, Forest, Chapel,

